,rating,genre,star,budget,runtime,star_net_worth
186388,R,Comedy,Christoph Waltz,8500000.0,107.0,30000000.0
186396,PG-13,Action,Robert Redford,9000000.0,106.0,200000000.0
186414,R,Drama,Liam Neeson,28000000.0,137.0,145000000.0
186478,PG-13,Action,Tony Chiu-Wai Leung,38600000.0,130.0,
186491,PG-13,Comedy,Steve Carell,30000000.0,100.0,80000000.0
186510,R,Comedy,Robert De Niro,35000000.0,89.0,500000000.0
186537,PG-13,Action,Dwayne Johnson,15000000.0,112.0,320000000.0
186605,PG,Animation,Neil Patrick Harris,105000000.0,105.0,50000000.0
186624,PG-13,Comedy,Robert De Niro,28000000.0,105.0,500000000.0
186634,R,Biography,Michael B. Jordan,900000.0,85.0,25000000.0
186660,R,Comedy,Johnny Knoxville,15000000.0,92.0,75000000.0
186669,PG-13,Biography,Judi Dench,12000000.0,98.0,45000000.0
186678,R,Drama,Lindsay Lohan,250000.0,99.0,800000.0
186686,PG-13,Biography,Ashton Kutcher,12000000.0,128.0,200000000.0
186709,R,Drama,Marion Cotillard,16000000.0,120.0,40000000.0
186794,R,Comedy,Miles Teller,13000000.0,93.0,10000000.0
186813,R,Crime,Ben Affleck,30000000.0,88.0,150000000.0
186823,R,Comedy,Marlon Wayans,2500000.0,86.0,40000000.0
186918,R,Action,Saoirse Ronan,8000000.0,101.0,7000000.0
186928,Not Rated,Drama,Amy Seimetz,50000.0,96.0,
186936,PG-13,Drama,Zac Efron,10000000.0,93.0,25000000.0
186972,PG-13,Drama,Liam Hemsworth,35000000.0,106.0,28000000.0
187199,PG-13,Drama,Bérénice Bejo,11000000.0,130.0,5000000.0
187260,R,Biography,Benedict Cumberbatch,28000000.0,128.0,40000000.0
187470,R,Comedy,Jason Bateman,10000000.0,89.0,30000000.0
187499,R,Action,Tiger Hu Chen,25000000.0,105.0,
187507,PG-13,Crime,Brit Marling,6500000.0,116.0,4000000.0
187525,PG,Drama,Irrfan Khan,1000000.0,104.0,50000000.0
187616,PG-13,Action,Ethan Hawke,18000000.0,90.0,55000000.0
187791,PG-13,Action,Chris Pratt,170000000.0,121.0,60000000.0
187811,PG-13,Adventure,Matthew McConaughey,165000000.0,169.0,140000000.0
187820,R,Action,Keanu Reeves,20000000.0,101.0,360000000.0
187830,PG-13,Action,Tom Cruise,178000000.0,113.0,600000000.0
187840,R,Drama,Ben Affleck,61000000.0,149.0,150000000.0
187850,PG-13,Action,Chris Evans,170000000.0,136.0,80000000.0
187860,R,Adventure,Ralph Fiennes,25000000.0,99.0,30000000.0
187870,R,Drama,Miles Teller,3300000.0,106.0,10000000.0
187949,R,Action,Colin Firth,81000000.0,129.0,25000000.0
187959,R,Drama,Alicia Vikander,15000000.0,108.0,8000000.0
187967,PG-13,Action,Shailene Woodley,85000000.0,139.0,12000000.0
187977,R,Crime,Jake Gyllenhaal,8500000.0,117.0,80000000.0
187988,PG-13,Adventure,Ian McKellen,250000000.0,144.0,60000000.0
187998,R,Action,Denzel Washington,55000000.0,132.0,250000000.0
188029,PG-13,Action,Dylan O'Brien,34000000.0,113.0,7000000.0
188039,R,Action,Scarlett Johansson,40000000.0,89.0,165000000.0
188165,R,Adventure,Jon Favreau,11000000.0,114.0,100000000.0
188184,R,Comedy,Jemaine Clement,1600000.0,86.0,2000000.0
188201,PG-13,Biography,Benedict Cumberbatch,14000000.0,114.0,40000000.0
188219,R,Action,Brad Pitt,68000000.0,134.0,300000000.0
188329,PG-13,Action,Patrick Stewart,200000000.0,132.0,70000000.0
188339,R,Action,Ethan Hawke,5100000.0,97.0,55000000.0
188348,R,Action,Frank Grillo,9000000.0,103.0,6000000.0
188358,R,Comedy,Michael Keaton,18000000.0,119.0,40000000.0
188368,R,Horror,Maika Monroe,1000000.0,100.0,1000000.0
188377,PG-13,Comedy,Adam Sandler,40000000.0,117.0,420000000.0
188400,R,Crime,Robert Downey Jr.,50000000.0,141.0,
188463,PG-13,Drama,Brenton Thwaites,25000000.0,97.0,
188475,R,Action,Sullivan Stapleton,110000000.0,102.0,3000000.0
188485,R,Action,Bradley Cooper,58800000.0,133.0,100000000.0
188504,PG,Animation,Ryan Potter,165000000.0,102.0,
188514,PG-13,Action,Andrew Garfield,200000000.0,142.0,13000000.0
188533,PG,Action,Angelina Jolie,180000000.0,97.0,120000000.0
188543,PG,Adventure,Anna Kendrick,50000000.0,125.0,20000000.0
188649,PG-13,Action,Jack O'Connell,65000000.0,137.0,2000000.0
188722,PG,Animation,Chris Pratt,60000000.0,100.0,60000000.0
188732,PG-13,Action,Jennifer Lawrence,125000000.0,123.0,160000000.0
188742,R,Comedy,Justin Long,3000000.0,102.0,15000000.0
188765,PG,Adventure,Ben Stiller,127000000.0,98.0,200000000.0
188775,PG-13,Drama,Shailene Woodley,12000000.0,126.0,12000000.0
188785,R,Horror,Perdita Weeks,5000000.0,93.0,
188807,R,Horror,Ward Horton,6500000.0,99.0,
188863,R,Drama,Ellar Coltrane,4000000.0,165.0,
188882,PG-13,Biography,Eddie Redmayne,15000000.0,123.0,4000000.0
188914,PG-13,Action,Sylvester Stallone,80000000.0,126.0,400000000.0
188924,R,Action,James Franco,44000000.0,112.0,30000000.0
189501,R,Crime,Tom Hardy,12600000.0,106.0,45000000.0
189656,PG-13,Action,Mark Wahlberg,210000000.0,165.0,300000000.0
189666,R,Comedy,Joaquin Phoenix,20000000.0,148.0,50000000.0
189674,Not Rated,Drama,Essie Davis,2000000.0,94.0,
189682,R,Comedy,Jason Segel,40000000.0,94.0,50000000.0
189702,PG-13,Comedy,Cameron Diaz,40000000.0,109.0,140000000.0
189863,R,Comedy,Darío Grandinetti,3300000.0,122.0,
189873,R,Adventure,Reese Witherspoon,15000000.0,115.0,200000000.0
189925,R,Biography,Steve Carell,24000000.0,134.0,80000000.0
189935,R,Action,Dan Stevens,5000000.0,100.0,4000000.0
190073,R,Action,Channing Tatum,50000000.0,112.0,80000000.0
190083,PG-13,Action,Gary Oldman,170000000.0,130.0,40000000.0
190093,PG-13,Action,Paul Walker,28000000.0,90.0,25000000.0
190103,PG-13,Action,Zoey Deutch,30000000.0,104.0,4000000.0
190133,PG-13,Comedy,George Clooney,70000000.0,118.0,500000000.0
190141,R,Drama,Rose Leslie,1000000.0,87.0,4000000.0
190320,PG-13,Comedy,Jim Carrey,40000000.0,109.0,180000000.0
190364,PG,Animation,Jay Baruchel,145000000.0,102.0,6000000.0
190372,PG-13,Action,Russell Crowe,125000000.0,138.0,100000000.0
190445,R,Action,Liam Neeson,28000000.0,114.0,145000000.0
190455,PG-13,Action,Aaron Paul,66000000.0,132.0,20000000.0
190478,G,Animation,Jesse Eisenberg,103000000.0,101.0,10000000.0
190488,PG-13,Action,Christian Bale,140000000.0,150.0,120000000.0
190498,R,Comedy,Seth MacFarlane,40000000.0,116.0,300000000.0
190506,R,Action,Arnold Schwarzenegger,35000000.0,109.0,400000000.0
190573,PG,Animation,Hugh Bonneville,55000000.0,95.0,8000000.0
190581,PG-13,Action,Liam Neeson,50000000.0,106.0,145000000.0
190612,PG-13,Drama,James Marsden,26000000.0,118.0,8000000.0
190622,R,Comedy,Jason Bateman,42000000.0,108.0,30000000.0
190632,R,Comedy,Jason Bateman,19800000.0,103.0,30000000.0
190640,PG-13,Action,Richard Armitage,50000000.0,89.0,2000000.0
190658,PG,Animation,Tom McGrath,132000000.0,92.0,
190668,PG-13,Action,Chris Pine,60000000.0,105.0,30000000.0
190810,PG,Animation,Diego Luna,50000000.0,95.0,12000000.0
190874,R,Action,Pierce Brosnan,15000000.0,108.0,200000000.0
190884,PG-13,Action,Luke Evans,70000000.0,92.0,6000000.0
190893,R,Horror,Heather Sossaman,1000000.0,83.0,
190939,R,Drama,Michael Pitt,1000000.0,106.0,6000000.0
190946,PG-13,Action,Johnny Depp,100000000.0,119.0,150000000.0
190998,R,Drama,Nicole Kidman,22000000.0,92.0,250000000.0
191008,PG-13,Biography,Reese Witherspoon,20000000.0,110.0,200000000.0
191029,R,Action,Eric Bana,30000000.0,118.0,45000000.0
191083,R,Action,Iko Uwais,4500000.0,150.0,4000000.0
191091,PG-13,Action,Liam Neeson,48000000.0,108.0,145000000.0
191099,PG-13,Action,Kit Harington,100000000.0,105.0,14000000.0
191135,PG-13,Action,Ice Cube,25000000.0,99.0,160000000.0
191174,R,Comedy,Zac Efron,8000000.0,94.0,25000000.0
191198,R,Drama,Tommy Lee Jones,16000000.0,122.0,90000000.0
191224,R,Comedy,Kaitlyn Dever,16000000.0,119.0,3000000.0
191232,R,Action,Jake Johnson,17000000.0,104.0,8000000.0
191240,R,Action,Oscar Isaac,20000000.0,125.0,10000000.0
191274,R,Mystery,Karl Urban,14000000.0,108.0,20000000.0
191304,R,Crime,Philip Seymour Hoffman,15000000.0,122.0,25000000.0
191314,R,Horror,Andy Powers,1500000.0,100.0,
191375,PG-13,Drama,Brenton Thwaites,4000000.0,97.0,
191425,PG,Comedy,Helen Mirren,22000000.0,122.0,100000000.0
191435,PG-13,Drama,Gugu Mbatha-Raw,7000000.0,116.0,2000000.0
191447,R,Comedy,Julianne Moore,15000000.0,111.0,50000000.0
191456,PG-13,Drama,Chloë Grace Moretz,11000000.0,107.0,
191481,PG-13,Drama,Julianne Moore,5000000.0,101.0,50000000.0
191491,PG-13,Action,Kevin Costner,28000000.0,117.0,250000000.0
191609,PG-13,Biography,John Cusack,10000000.0,121.0,50000000.0
191619,PG-13,Biography,Amy Adams,10000000.0,106.0,60000000.0
191641,R,Drama,Sharon Leal,5000000.0,106.0,4000000.0
191770,R,Drama,Russell Crowe,22500000.0,111.0,100000000.0
191779,PG-13,Biography,David Oyelowo,20000000.0,128.0,6000000.0
191788,PG-13,Crime,Kristen Bell,6000000.0,107.0,40000000.0
191807,PG,Biography,Jon Hamm,25000000.0,124.0,40000000.0
191816,R,Comedy,Mark Duplass,100000.0,91.0,3000000.0
191830,R,Biography,John Lloyd Young,40000000.0,134.0,4000000.0
191906,PG-13,Drama,Kevin Costner,25000000.0,110.0,250000000.0
191933,PG-13,Comedy,Michael Douglas,18000000.0,94.0,350000000.0
191947,R,Comedy,Marlon Wayans,4000000.0,86.0,40000000.0
191955,R,Crime,Mark Wahlberg,25000000.0,111.0,300000000.0
192057,R,Drama,Jennifer Aniston,7000000.0,102.0,300000000.0
192211,PG-13,Action,Aaron Eckhart,65000000.0,92.0,16000000.0
192221,PG,Adventure,Ricky Gervais,50000000.0,107.0,140000000.0
192271,PG-13,Biography,Tobey Maguire,19000000.0,115.0,75000000.0
192280,PG-13,Action,Nicolas Cage,16000000.0,110.0,25000000.0
192386,PG,Comedy,Steve Carell,28000000.0,81.0,80000000.0
192418,PG-13,Comedy,Bill Murray,13000000.0,102.0,180000000.0
192429,PG-13,Action,Kellan Lutz,70000000.0,99.0,5000000.0
192485,PG-13,Drama,Ryan Guzman,45000000.0,112.0,
192511,PG,Drama,Shane Harper,2000000.0,113.0,
192521,PG-13,Drama,Colin Farrell,60000000.0,118.0,80000000.0
192562,PG,Animation,Ty Burrell,145000000.0,92.0,26000000.0
192572,R,Comedy,Melissa McCarthy,20000000.0,97.0,90000000.0
192695,R,Comedy,Pierce Brosnan,12000000.0,96.0,200000000.0
192704,R,Action,Guy Pearce,12000000.0,103.0,20000000.0
192730,R,Drama,Christina Hendricks,2000000.0,95.0,10000000.0
192740,PG-13,Comedy,Colin Firth,16800000.0,97.0,25000000.0
192781,PG-13,Horror,Jared Harris,200000.0,98.0,8000000.0
192824,PG-13,Comedy,Evan Rachel Wood,6000000.0,90.0,8000000.0
192864,R,Drama,Bradley Cooper,30000000.0,109.0,100000000.0
192897,Not Rated,Drama,Sidse Babett Knudsen,1000000.0,104.0,
192912,R,Comedy,Zach Braff,6000000.0,106.0,20000000.0
193051,PG-13,Biography,Chadwick Boseman,30000000.0,139.0,12000000.0
193070,PG-13,Drama,Carey Mulligan,14000000.0,106.0,16000000.0
193078,PG-13,Horror,Olivia Cooke,5000000.0,89.0,2000000.0
193115,PG,Biography,Greg Kinnear,12000000.0,99.0,20000000.0
193125,R,Comedy,Ben Stiller,10000000.0,97.0,200000000.0
193217,PG-13,Comedy,Kevin Hart,24000000.0,106.0,200000000.0
193249,PG,Animation,Dane Cook,50000000.0,83.0,35000000.0
193267,R,Comedy,Chris Rock,12000000.0,102.0,60000000.0
193282,R,Drama,Andrew Garfield,8000000.0,112.0,13000000.0
193292,PG-13,Drama,Kevin Costner,9000000.0,121.0,250000000.0
193316,R,Comedy,Keira Knightley,5000000.0,99.0,80000000.0
193326,R,Action,Tom Hardy,150000000.0,120.0,45000000.0
193335,PG-13,Action,Robert Downey Jr.,250000000.0,141.0,
193345,R,Drama,Mia Wasikowska,55000000.0,119.0,8000000.0
193354,PG-13,Action,Vin Diesel,190000000.0,137.0,225000000.0
193363,R,Crime,Samuel L. Jackson,44000000.0,168.0,
193371,PG-13,Action,Paul Rudd,130000000.0,117.0,70000000.0
193390,R,Drama,Dakota Johnson,40000000.0,125.0,14000000.0
193399,R,Action,Emily Blunt,30000000.0,121.0,80000000.0
193417,R,Drama,Anya Taylor-Joy,4000000.0,92.0,3000000.0
193502,R,Biography,Christian Bale,28000000.0,130.0,120000000.0
193512,PG-13,Action,Chris Pratt,150000000.0,124.0,60000000.0
193522,R,Action,Leonardo DiCaprio,135000000.0,156.0,260000000.0
193579,PG-13,Adventure,Matt Damon,108000000.0,144.0,170000000.0
193592,R,Drama,Brie Larson,13000000.0,118.0,25000000.0
193639,PG,Animation,Amy Poehler,175000000.0,95.0,25000000.0
193829,R,Biography,Mark Ruffalo,20000000.0,129.0,35000000.0
193916,R,Action,Jesse Eisenberg,28000000.0,96.0,10000000.0
193926,PG-13,Action,Henry Cavill,75000000.0,116.0,40000000.0
193936,PG-13,Action,Arnold Schwarzenegger,155000000.0,126.0,400000000.0
193946,PG,Drama,Lily James,95000000.0,105.0,4000000.0
194253,PG-13,Action,Daniel Craig,245000000.0,148.0,160000000.0
194302,R,Action,Sharlto Copley,49000000.0,120.0,15000000.0
194310,R,Drama,Keanu Reeves,2500000.0,99.0,360000000.0
194507,PG-13,Action,Chris Hemsworth,100000000.0,122.0,130000000.0
194517,R,Comedy,Melissa Rauch,3500000.0,100.0,20000000.0
194524,PG-13,Comedy,Robert De Niro,35000000.0,121.0,500000000.0
194616,PG-13,Action,Jennifer Lawrence,160000000.0,137.0,160000000.0
194626,PG-13,Action,Jason Clarke,55000000.0,121.0,6000000.0
194677,R,Action,Chris Hemsworth,70000000.0,133.0,130000000.0
194685,R,Action,Melissa McCarthy,65000000.0,120.0,90000000.0
194746,PG-13,Action,Tom Cruise,150000000.0,131.0,600000000.0
194756,PG-13,Horror,Olivia DeJonge,5000000.0,94.0,
195014,R,Adventure,Ed Helms,31000000.0,99.0,25000000.0
195127,PG-13,Drama,Michael B. Jordan,35000000.0,133.0,25000000.0
195165,PG-13,Drama,Blake Lively,25000000.0,112.0,30000000.0
195175,R,Biography,Johnny Depp,53000000.0,123.0,150000000.0
195209,R,Comedy,Will Smith,50100000.0,105.0,350000000.0
195336,PG,Animation,Jim Parsons,135000000.0,94.0,160000000.0
196334,PG-13,Action,Channing Tatum,176000000.0,127.0,80000000.0
196342,R,Biography,Tom Hiddleston,13000000.0,123.0,25000000.0
196356,PG,Animation,Sandra Bullock,74000000.0,91.0,200000000.0
196365,PG-13,Comedy,Anna Kendrick,29000000.0,115.0,20000000.0
196374,PG-13,Action,Dwayne Johnson,110000000.0,114.0,320000000.0
196383,R,Comedy,Amy Schumer,35000000.0,125.0,25000000.0
196391,PG,Action,George Clooney,190000000.0,130.0,500000000.0
196407,PG-13,Drama,Tom Hanks,40000000.0,142.0,400000000.0
196417,R,Biography,Eddie Redmayne,15000000.0,119.0,4000000.0
196427,PG-13,Action,Shailene Woodley,110000000.0,119.0,12000000.0
196437,R,Biography,O'Shea Jackson Jr.,28000000.0,147.0,
196447,R,Drama,Cate Blanchett,11800000.0,118.0,95000000.0
196469,R,Thriller,Jennifer Lopez,4000000.0,91.0,400000000.0
196516,R,Action,Jake Gyllenhaal,30000000.0,124.0,80000000.0
196537,PG-13,Action,Dylan O'Brien,61000000.0,131.0,7000000.0
196556,PG-13,Action,Vin Diesel,90000000.0,106.0,225000000.0
196566,R,Horror,Anton Yelchin,5000000.0,95.0,10000000.0
196585,R,Comedy,Bradley Cooper,20000000.0,101.0,100000000.0
196632,PG,Animation,Jeffrey Wright,200000000.0,93.0,8000000.0
196829,R,Comedy,Will Ferrell,40000000.0,100.0,160000000.0
196838,R,Action,Rupert Friend,35000000.0,96.0,4000000.0
196848,R,Comedy,Adrian Grenier,30000000.0,104.0,12000000.0
196896,R,Biography,Michael Fassbender,30000000.0,122.0,40000000.0
196906,R,Action,Tye Sheridan,15000000.0,93.0,
196916,R,Action,Sharlto Copley,2000000.0,96.0,15000000.0
196925,PG-13,Biography,Jennifer Lawrence,60000000.0,124.0,160000000.0
197075,PG-13,Drama,Saoirse Ronan,11000000.0,117.0,7000000.0
197288,PG-13,Action,Ryan Reynolds,26000000.0,117.0,150000000.0
197298,R,Comedy,Mark Wahlberg,68000000.0,115.0,300000000.0
197307,PG,Adventure,Levi Miller,150000000.0,111.0,
197352,PG-13,Action,Adam Sandler,88000000.0,105.0,420000000.0
197370,R,Comedy,Jake Gyllenhaal,10000000.0,101.0,80000000.0
197383,R,Drama,Michael Fassbender,15000000.0,113.0,40000000.0
197631,PG-13,Comedy,Will Ferrell,50000000.0,96.0,160000000.0
197700,R,Action,Liam Neeson,50000000.0,114.0,145000000.0
197709,R,Action,Anna Kendrick,8000000.0,95.0,20000000.0
197786,R,Comedy,Channing Tatum,14800000.0,115.0,80000000.0
197794,PG-13,Comedy,Mae Whitman,8500000.0,101.0,1000000.0
197804,R,Biography,Bryan Cranston,15000000.0,124.0,40000000.0
197824,PG,Animation,Adam Sandler,80000000.0,89.0,420000000.0
197858,PG-13,Drama,Scott Eastwood,34000000.0,123.0,10000000.0
197873,PG-13,Drama,Daniel Radcliffe,65000000.0,110.0,110000000.0
197881,PG-13,Horror,Dermot Mulroney,10000000.0,97.0,11000000.0
197889,PG,Adventure,Jack Black,58000000.0,103.0,50000000.0
197909,PG-13,Comedy,Bradley Cooper,37000000.0,105.0,100000000.0
197946,Not Rated,Action,Prabhas,18026148.0,159.0,15000000.0
197973,R,Comedy,Kevin Hart,23000000.0,101.0,200000000.0
197981,R,Comedy,Amy Poehler,30000000.0,118.0,25000000.0
198495,PG-13,Crime,Chiwetel Ejiofor,19500000.0,111.0,12000000.0
198504,R,Comedy,Joaquin Phoenix,11000000.0,95.0,50000000.0
198513,R,Action,Jason Statham,30000000.0,92.0,90000000.0
198598,PG-13,Adventure,Nat Wolff,12000000.0,109.0,3000000.0
198608,PG-13,Biography,Maggie Smith,6000000.0,104.0,18000000.0
198616,PG,Animation,Tom Kenny,74000000.0,92.0,16000000.0
198626,R,Crime,Tom Hardy,50000000.0,137.0,45000000.0
198725,TV-MA,Drama,Abraham Attah,6000000.0,137.0,
198735,PG-13,Comedy,Thomas Mann,8000000.0,105.0,
198753,PG-13,Biography,Will Smith,35000000.0,123.0,350000000.0
198774,R,Comedy,Bel Powley,2000000.0,102.0,
198814,PG,Action,Joseph Gordon-Levitt,35000000.0,123.0,35000000.0
199032,R,Comedy,Kitana Kiki Rodriguez,100000.0,88.0,
199070,R,Adventure,Robert Redford,8000000.0,104.0,200000000.0
199124,R,Horror,James Ransone,10000000.0,97.0,3000000.0
199252,R,Animation,David Thewlis,8000000.0,90.0,800000.0
199270,R,Comedy,Ben Mendelsohn,6000000.0,108.0,9000000.0
199289,PG-13,Biography,Helen Mirren,11000000.0,109.0,100000000.0
199299,PG-13,Biography,Taron Egerton,23000000.0,106.0,6000000.0
199309,R,Action,Helen Mirren,13000000.0,102.0,100000000.0
199335,PG,Comedy,Judi Dench,10000000.0,122.0,45000000.0
199356,PG-13,Comedy,Susan Sarandon,3200000.0,103.0,60000000.0
199386,R,Drama,Zac Efron,2000000.0,96.0,25000000.0
199428,R,Comedy,Lily Tomlin,600000.0,79.0,15000000.0
199496,R,Drama,Brad Pitt,10000000.0,122.0,300000000.0
199559,R,Action,Johnny Depp,60000000.0,107.0,150000000.0
199716,PG-13,Drama,Amy Landecker,12000000.0,106.0,
199864,PG-13,Biography,Dev Patel,10000000.0,108.0,10000000.0
199884,PG-13,Drama,Chiwetel Ejiofor,7500000.0,98.0,12000000.0
199894,PG-13,Drama,Nicholas Hoult,16000000.0,101.0,8000000.0
199919,R,Adventure,Shameik Moore,7000000.0,103.0,
199978,PG-13,Comedy,Adam Scott,15000000.0,98.0,8000000.0
200062,R,Action,Sean Penn,40000000.0,115.0,70000000.0
200112,R,Comedy,Joseph Gordon-Levitt,25000000.0,101.0,35000000.0
200233,PG-13,Drama,Kate Bosworth,5000000.0,121.0,24000000.0
200253,PG-13,Action,Donnie Yen,36000000.0,105.0,40000000.0
200263,PG,Biography,Kevin Costner,17000000.0,129.0,250000000.0
200299,G,Animation,Noah Schnapp,99000000.0,88.0,3000000.0
200309,R,Comedy,Bill Murray,15000000.0,106.0,180000000.0
200319,PG-13,Drama,Matthew McConaughey,25000000.0,110.0,140000000.0
200329,PG,Animation,Jason Lee,90000000.0,92.0,20000000.0
200339,PG-13,Horror,Olivia Wilde,3300000.0,83.0,20000000.0
200354,PG-13,Comedy,Steve Martin,17000000.0,107.0,140000000.0
200362,PG-13,Biography,Antonio Banderas,26000000.0,127.0,50000000.0
200372,PG,Animation,Jeff Bridges,81200000.0,108.0,100000000.0
200406,R,Drama,Jesse Eisenberg,11000000.0,109.0,10000000.0
200426,R,Horror,Reese Mishler,100000.0,81.0,
200507,R,Action,Kodi Smit-McPhee,2000000.0,84.0,
200535,R,Crime,Kevin Bacon,800000.0,88.0,45000000.0
200613,PG,Adventure,Aubrey Peeples,5000000.0,118.0,
200633,PG-13,Action,Kate Mara,2000000.0,97.0,14000000.0
200859,R,Comedy,Sandra Bullock,28000000.0,107.0,200000000.0
200873,R,Comedy,Vince Vaughn,35000000.0,91.0,70000000.0
201042,R,Comedy,Rob Corddry,14000000.0,93.0,10000000.0
201084,R,Comedy,Sally Field,1000000.0,90.0,55000000.0
201094,PG-13,Comedy,Meryl Streep,18000000.0,101.0,160000000.0
201103,R,Biography,Al Pacino,10000000.0,106.0,120000000.0
201118,PG,Drama,Ian McKellen,11000000.0,104.0,60000000.0
201137,PG,Action,Kevin James,30000000.0,94.0,100000000.0
201317,PG,Drama,Priscilla C. Shirer,3000000.0,120.0,
201337,R,Action,Jackie Chan,65000000.0,127.0,400000000.0
201353,PG-13,Comedy,Jennifer Aniston,25000000.0,118.0,300000000.0
201593,PG-13,Action,Will Smith,175000000.0,123.0,350000000.0
201610,PG-13,Action,Denzel Washington,90000000.0,132.0,250000000.0
201654,PG-13,Action,Chris Evans,250000000.0,147.0,80000000.0
201664,PG-13,Action,Travis Fimmel,160000000.0,123.0,3000000.0
201674,R,Action,Ryan Reynolds,58000000.0,108.0,150000000.0
201703,PG-13,Action,Benedict Cumberbatch,165000000.0,115.0,40000000.0
201723,PG-13,Horror,James McAvoy,9000000.0,117.0,17000000.0
201981,PG-13,Drama,Emilia Clarke,20000000.0,106.0,20000000.0
201989,R,Crime,Stephen Lang,9900000.0,88.0,5000000.0
202018,PG,Animation,Auli'i Cravalho,150000000.0,107.0,
202045,PG-13,Drama,Amy Adams,47000000.0,116.0,60000000.0
202082,PG-13,Action,James McAvoy,178000000.0,144.0,17000000.0
202092,R,Comedy,Viggo Mortensen,5000000.0,118.0,40000000.0
202101,PG-13,Action,Chris Pine,185000000.0,122.0,30000000.0
202111,PG-13,Comedy,Ryan Gosling,30000000.0,128.0,70000000.0
202161,R,Horror,Vera Farmiga,40000000.0,134.0,10000000.0
202171,PG,Animation,Ginnifer Goodwin,150000000.0,108.0,8000000.0
202181,PG-13,Action,Chris Hemsworth,115000000.0,114.0,130000000.0
202190,R,Biography,Andrew Garfield,40000000.0,139.0,13000000.0
202208,R,Action,John Krasinski,50000000.0,144.0,80000000.0
202221,R,Drama,Amy Adams,22500000.0,116.0,60000000.0
202229,PG-13,Action,Felicity Jones,200000000.0,133.0,6000000.0
202239,PG-13,Action,Ben Affleck,250000000.0,152.0,150000000.0
202259,PG,Animation,Jack Black,145000000.0,95.0,50000000.0
202269,R,Action,Russell Crowe,50000000.0,116.0,100000000.0
202276,PG-13,Action,Liam Hemsworth,165000000.0,120.0,28000000.0
202400,PG-13,Adventure,Eva Green,110000000.0,127.0,8000000.0
202409,PG-13,Adventure,Eddie Redmayne,180000000.0,132.0,4000000.0
202426,R,Action,Milla Jovovich,40000000.0,107.0,50000000.0
202434,R,Action,Kevin Costner,31500000.0,113.0,250000000.0
202485,R,Action,Kate Beckinsale,35000000.0,91.0,20000000.0
202495,PG-13,Action,Blake Lively,17000000.0,86.0,30000000.0
202511,PG,Biography,Taraji P. Henson,25000000.0,127.0,25000000.0
202521,R,Animation,Seth Rogen,19000000.0,89.0,80000000.0
202531,R,Crime,Emily Blunt,45000000.0,112.0,80000000.0
202572,R,Action,Chris Pine,12000000.0,102.0,30000000.0
202585,R,Action,Frank Grillo,10000000.0,108.0,6000000.0
202595,R,Action,Ben Affleck,44000000.0,128.0,150000000.0
202622,R,Horror,Elle Fanning,7000000.0,117.0,6000000.0
202632,R,Drama,Mahershala Ali,4000000.0,111.0,8000000.0
202705,PG-13,Action,Matt Damon,120000000.0,123.0,170000000.0
202719,R,Drama,Casey Affleck,9000000.0,137.0,20000000.0
202729,PG-13,Action,Dwayne Johnson,50000000.0,107.0,320000000.0
202739,R,Biography,Jonah Hill,40000000.0,114.0,50000000.0
202765,PG-13,Action,Alexander Skarsgård,180000000.0,110.0,12000000.0
202775,R,Drama,Andrew Garfield,46000000.0,161.0,13000000.0
203255,PG-13,Action,Brenton Thwaites,140000000.0,127.0,
203273,PG-13,Biography,Michael Keaton,25000000.0,115.0,40000000.0
203287,PG-13,Action,Tom Hanks,75000000.0,121.0,400000000.0
203458,PG-13,Action,Jesse Eisenberg,90000000.0,129.0,10000000.0
203468,R,Drama,Jessica Chastain,13000000.0,132.0,40000000.0
203477,PG-13,Action,John Goodman,15000000.0,103.0,65000000.0
203487,PG-13,Biography,Charlie Hunnam,30000000.0,141.0,20000000.0
203497,PG,Animation,Ellen DeGeneres,200000000.0,97.0,500000000.0
203506,PG-13,Biography,Dev Patel,12000000.0,118.0,10000000.0
203551,PG-13,Drama,Teresa Palmer,4900000.0,81.0,3000000.0
203769,R,Comedy,Mike Epps,900000.0,94.0,5000000.0
203777,R,Action,Brad Pitt,85000000.0,124.0,300000000.0
203787,PG-13,Action,Tom Cruise,60000000.0,118.0,600000000.0
203797,R,Comedy,Renée Zellweger,35000000.0,123.0,90000000.0
203807,R,Comedy,Dakota Johnson,38000000.0,110.0,14000000.0
203817,R,Biography,Joseph Gordon-Levitt,40000000.0,134.0,35000000.0
203838,R,Action,Suki Waterhouse,6000000.0,118.0,
203847,R,Action,Casey Affleck,20000000.0,115.0,20000000.0
203857,PG-13,Action,Mark Wahlberg,110000000.0,107.0,300000000.0
204146,PG-13,Biography,Tom Hanks,60000000.0,96.0,400000000.0
204167,R,Action,Kate Mara,8000000.0,92.0,14000000.0
204204,PG-13,Action,Lily James,28000000.0,108.0,4000000.0
204214,R,Biography,Bryan Cranston,28000000.0,127.0,40000000.0
204234,R,Comedy,Hailee Steinfeld,9000000.0,104.0,10000000.0
204246,R,Drama,Dane DeHaan,40000000.0,146.0,750000.0
204254,R,Action,Gerard Butler,60000000.0,99.0,40000000.0
204264,R,Comedy,Robert De Niro,25000000.0,102.0,500000000.0
204274,PG-13,Comedy,Josh Brolin,22000000.0,106.0,45000000.0
